"Review_Date","Average_Score","Hotel_Name","Reviewer_Nationality","Negative_Review","Review_Total_Negative_Word_Counts","Total_Number_of_Reviews","Positive_Review","Review_Total_Positive_Word_Counts","Total_Number_of_Reviews_Reviewer_Has_Given","Reviewer_Score"
"11/20/2016",8.5,"Hotel Daniel Vienna","United Kingdom","uncomfortable mattress breakfast was large variety but buffet looked a bit messy eggs at breakfast were fried with too much oil AC very noisy in room however if you do not put AC there is no fresh air window cannot be opened and therefore it is too warm",49,1405,"breakfast Burchermuesli was delicious funky lobby area Daniel body cream in bathroom location close to Belvedere Smart room concept nice touches in the room like dimmed light option and hairdryer in every room etc",35,2,7.1
"1/30/2017",8.9,"St Ermin s Hotel Autograph Collection","Australia","The bathroom was very small and the bath was hard to get into and out of The staff at breakfast were lovely but the pastries were dry and unappetising",31,857,"The view into the courtyard from the room was beautiful with all the lights The location was amazing The bed was extremely comfortable",25,1,8.8
"4/25/2017",8.1,"My Bloomsbury","United Kingdom","Room was small but perfectly formed",7,1161,"Breakfast was well thought out quick and hassle free Receptionist was very friendly Location is perfect",18,13,9.6
"4/25/2017",7.8,"Holiday Inn London Kensington Forum","Finland","The room was quite small and no minibar fridge in the room The slide door of bathroom made hard noise Quite basic room compared to the prize of the room Some mornings queue to the breakfast",38,3867,"Great view from the 10th floor and excellent breakfast Good location near Gloucester Road tube station and only three stations from Victoria coach railway station",27,12,7.5
"6/27/2017",8.5,"Blakemore Hyde Park","United Kingdom","Nothing",2,6596,"The room was lovely bed really comfy hotel resturant food was really nice and the breakfast was good too",21,2,10
"2/9/2016",8.9,"Jaz Amsterdam","Belgium","No Negative",0,7108,"Stylish rooms very clean and also quiet during the night Wonderful electronically operated rain shower Staff at the reception was kind and helpful Delicious breakfast with a small band playing live",33,2,9.6
"5/15/2017",8.8,"TWO Hotel Barcelona by Axel 4 Sup Adults Only","Israel","no tee water bottles in the room no cleaning the toilet and renoling soap wen needed",17,2336,"location sttaf",3,9,5.8
"5/10/2016",7.8,"Millennium Gloucester Hotel London","United Kingdom","The noise from other guests",6,5726,"The service",3,1,7.9
"5/5/2016",8.3,"Golden Tulip Washington Opera","Lithuania","Not even a bottle of water in the room for such a price at a 4 star hotel Let alone coffee tea or anything at all Walls made of paper You ll here all the neighbours staff shouting in the corridors everything",44,542,"Location Cleanness",4,15,7.1
"7/1/2017",8.4,"Hotel Dei Cavalieri","United States of America","The main restaurant was nothing special for dinner",10,3445,"Good location Excellent breakfast Many items to choose both hot and cold Would stay again",17,9,9.6
"1/8/2016",9,"art otel Amsterdam","Canada","Breakfast was just ok check out was not great rushed one person working Price high for value",19,3158,"Great location right across from Central Station nice common areas with art designer feel wonderful check in friendly staff WiFi strong and simple to access",27,219,8.8
"6/20/2017",8.3,"Andreola Central Hotel","United States of America","I paid for this room through booking com but then as we were leaving hotel in a hurry they said we hadn t paid for the room and I paid again with my credit card Now i m unable to find how to report this through booking com Hard to find customer service with booking com when you need it So I wouldn t necessarily recommend booking com or this hotel",73,1135,"Comfy beds Small bedroom but spacious bathroom Windows w o a view other than inside a courtyard with garden Which was pleasant Hot at night as cooler didn t work very well",34,1,6.3
"7/22/2016",8.4,"NH Collection Amsterdam Grand Hotel Krasnapolsky","Qatar","Value for money is poor The hotel is over priced for a hotel with no facilities just rooms restaurant meeting rooms 5 star hotels should have some sort of spa recreation facilities Rooms little small small water is 8 euros room service which is ridiculous laundry is also overpriced check in out took around 15 20 min",59,4686,"Location was great in the center of Centrium area Close to malls shops 5 minute walk to main train station",22,6,5.8
"1/29/2017",8.4,"Park Plaza County Hall London","United Kingdom","Bar prices just a little too high",8,6117,"Super friendly staff great room",6,2,10
"5/25/2017",9.1,"M by Montcalm Shoreditch London Tech City","France","Wasn t an ideal location for my requirements but although I enjoyed my stay I doubt that I will return Good location for anyone with city requirements",29,4802,"Great hotel very modern trendy Good bar and casual restaurant",11,7,9.6
"10/17/2016",8.5,"Hotel de France Wien","United Kingdom","Room was not nice windows were blanked over cause room looked on to a wall so it felt like there were no windows at all The hotel seemed quiet so not happy I was given this room but that is the plight of a solo leisure traveller For over 100 per night it was really not worth it And no breakfast",63,5177,"Location",2,4,3.8
"1/21/2016",7.5,"The Cumberland A Guoman Hotel","Kuwait","the check out was too early and must have more flexibility du to our journey was night",18,5180,"No Positive",0,5,9.2
"9/1/2016",8.7,"St James Court A Taj Hotel London","United States of America","Halls a little long but you can t change that and it was soooo worth it when we got to our palace of a room",27,5394,"The size of the room was unreal huge and so unexpected Bed was SUPER comfortable too The location was PERFECT too walking distance to everything",27,1,10
"6/18/2017",7.1,"Britannia International Hotel Canary Wharf","United Kingdom","Uncomfortable bed Paid extra for breakfast on a 200 room A very basic room not worth 200 for 1 night",21,9086,"Staff were friendly",4,1,5.4
"7/18/2017",7.5,"Saint Georges Hotel","India","The bed was not too good Is almost broken The basin in toilet was not good the water was not flowUbh properly",23,2092,"Location is excellent",4,6,7.5
"1/8/2016",8.7,"Holiday Inn London Stratford City","Netherlands","Very pricey",3,2130,"Location",2,10,9.2
"7/11/2017",7.1,"Britannia International Hotel Canary Wharf","United Kingdom","Room is in need of decorating",7,9086,"No Positive",0,1,5.8
"9/1/2015",8.9,"Hotel Barcelona Catedral","New Zealand","No Negative",0,2695,"The location was excellent",5,5,8.3
"12/17/2016",7.9,"Best Western Palm Hotel","United Kingdom","Expected the room to be bigger steps down to bathroom bit dubious especially as my partner had had a knee op so had to be careful",28,2037,"Breakfast really good for the price Clean room",10,6,7.5
"11/14/2015",7.4,"Hilton London Euston","Ireland","Old rooms renovations were taking place and there was no warning before arrival had to use staff lifts which were dirty Room was shabby and bed was uncomfortable No air con and bedroom had light shining in from building across the road",44,843,"Nothing",2,2,4.6
"12/9/2016",8.5,"Club Quarters Hotel Trafalgar Square","United Kingdom","No Negative",0,2494,"Comfy bed",3,7,8.8
"1/18/2017",9.5,"Le Narcisse Blanc Spa","United States of America","Stayed at more five star hotels in Paris This is best value for quality",16,222,"Small luxury hotel in the heart of Paris recently renovated Rooms very comfortable and large for Paris with great materials Service excellent and restaurant was a special surprise with a talented young Canadian chef from Montreal",38,20,10
"10/29/2015",9.1,"Hotel Capricorno","Netherlands","The room in need of a refreshment Smelling old Might be the carpet",15,2279,"Nice place in the city centre Very good breakfast",11,2,6.7
"12/20/2015",8.5,"Grange St Paul s Hotel","United Kingdom","The view from our room was appalling It completely looked out onto office workers who could not help but see right into our room so we had no privacy or view whatsoever This resulted in us having to keep our curtains fully closed at all times which caused a somewhat claustrophobic feeling Very sad At busy periods the lifts two would often be unattainable and you were kept waiting You sometimes could not get into them as they were small and so when busy they were full I could not find the stairs",95,2635,"Excellent staff Nothing too much trouble and very polite and attentive",13,3,6.7
"2/2/2016",8,"Park Plaza Victoria Amsterdam","United Kingdom","Didn t like that the pool wasn t working",11,4820,"No Positive",0,6,7.9
"5/5/2016",9,"Radisson Blu Edwardian New Providence Wharf","United Kingdom","No complaints at all",5,1974,"All round good stay in a lovely hotel",9,2,10
"11/2/2016",7.7,"The Park Grand London Paddington","Austria","Compact double is a very small room tight wardrobe space safe not big enough for laptop no mini bar and or complimentary drinking water Certain furniture fixtures looked quite used and could do with replacement refurbishment All in all a pleasant hotel though",45,4380,"Friendly staff good location only a short walk to paddington station and easy check in out Comfortable bed and nice decor throughout Also got upgraded to a 5 Star Hotel for the first night as there was a maintenance issue in the hotel this was taken care of very professionally",52,7,7.1
"3/9/2017",8,"Clayton Crown Hotel London","Malta","check in out a little slow",7,2491,"My wife and I loved our stay here Its clean the room is spacious comfortable mattress and we enjoyed a quick morning swim in the pool before starting off to sightsee in London Everything thats listed and shown in photos is exactly what we found Helpful staff clean areas and it has easy access to both buses and trains bus stop in front of the main door and a 10minute stroll to the underground station We also enjoyed tea and a wide selction of cakes from the cafe opposite The cakes are baked on the premises and its open 24 7 so it was enjoyable to sit there at 11pm after a day s hard work seeing the sights to relax over a hot choclate or latte and a wicked slice of cake before bedtime We also used the restaurant s pub for dinner and have nothing but praise for bar staf atmosphere and the food delicious We had a very pleasant break here One drawback is that beds are a little too comfy we found it hard to leave",182,2,9.6
